DRUG,TIMES_USED,DOSE_VAL_RX
clindamycin,2812,
ASPIR,2812,
EPINEPHrine,2812,
Doxil,2812,
Nasacort,2812,
lacosamide,2812,
sodi,2812,
ESMOLOL,2789,
Sodium Chloride 0.9%  Flush,2789,
Taztia XT,2789,
Janumet,2789,
solifenacin,2789,
Amoxicillin-Clavulanate Susp.,2789,
MEMAntine,2789,
Isosorbide mono,2789,
Metoclopramide Hcl,2789,
Phytonadione,2789,
cilostaz,2789,
Pramoxine,2789,
Thermacare Neck/Shoulder/Arm,2765,
NS (Excel),2765,
Citalopram ,2765,
rizatriptan,2765,
Ropinirole,2765,
Deferoxamine Mesylate,2743,
Glucophage XR,2686,
Lidocaine Jelly 2%,2686,
Myfortic,2686,
Azor,2686,
GlyBURI,2686,
Actimmune,2678,
Methylprednisolone,2645,
Gatifloxacin,2645,
Erythromycin,2636,
Pilocarpine 6%,2636,
AcetaZOLamide Sodium,2622,
Cyclosporine (Sandimmune),2622,
Famotidine,2622,
Simvastatin,2622,
Isosorbide Dinitrate,2622,
Digo,2622,
Alrex,2622,
Lidoca,2622,
Botox,2619,
Sildenafil,2619,
Sulfameth/Trim,2616,
domperidone ,2616,
Coal Tar 3% Shampoo,2616,
fenofibrate nanocrystallized,2616,
Alendronate Sodium,2616,
AZILECT,2613,
Didanosine EC,2613,
Bupivacaine 0.2%,2603,
Atrovent Nasal,2603,
Caspofungin *NF*,2603,
Stalevo 100,2603,
Bupropion SR,2603,
Tretinoin (ATRA-All Transretinoic Acid),2541,
Pulmicort Flexhaler,2541,
Artificial Tear,2541,
Isosorbide Dinitrate ER,2541,
Allegra-D 24 Hour,2541,
Lansop,2541,
Neut,2541,
Paxil CR,2481,
Ciprofloxacin Ophth Soln,2481,
med name problem,2481,
Promethazine HCl,2481,
ValGANCI,2481,
Docusate ,2441,
CVVH,2441,
Naloxo,2441,
kaol,2441,
VESIcare,2441,
Codeine,2441,
Voltaren,2441,
Clobetasol Propionate,2441,
Blistex Lip Ointment,2425,
Verapamil HCl,2425,
Posaconazole,2425,
Docetaxel,2383,
Humulin,2383,
NEO*PO*Phenobarbital,2383,
Xalatan,2383,
Carbamazep,2346,
*NF* Imatinib Mesylate,2346,
Critic-Aid Clear AF,2346,
Byetta (Exenatide),2346,
Pioglitazone,2346,
Octreotide ,2324,
D20W,2324,
clo,2324,
Tobramycin Inhalation Soln,2324,
Silver Sulfadiazine 1% Cream,2324,
Kaolin-Pectin,2324,
FemARA,2319,
*NF* Sorafenib,2319,
Pentamidine Inhalation,2312,
metoCLOPramide,2312,
HumaLOG Insulin,2312,
Folgard,2297,
Lamivudine-Zidovudine (Combivir),2297,
Tylenol MELTAWAYS,2297,
sorafenib,2297,
~<IND> Ketamine/Placebo Study Drug,2297,
Benazepril,2296,
Epoprostenol,2273,
etanercept,2273,
atomoxetine,2273,
imd,2273,
Vitamin B-1,2273,
isos,2273,
MAGNESIUM OXIDE,2273,
Megestrol ,2273,
Lacosamide *NF*,2273,
MoviPrep,2273,
Oxaliplatin Desensitization,2263,
ERYTHROMYCIN 0.5% OPHTH OINT,2263,
Aromasin,2255,
Foradil,2255,
Oxcarbazepine,2255,
Folbic,2192,
wellb,2192,
estradiol,2192,
*NF* Ceftaroline,2120,
Tolvaptan/Placebo,2120,
Aluminum-Magnesium Hydrox.-Simethicone,2120,
Fleet,2120,
BENDAmustine,2059,
Lotronex,2059,
Rituximab Desensitization,2059,
Aciphex,2046,
Cefotetan Disodium,2031,
Amphotericin B Oral Solution,2031,
NEO*IV*Chlorothiazide,2031,
Cyclopentolate 1%,2031,
Heparin Flush (100 units/ml),2031,
HEPARIN  FLUSH,2031,
Fosamprenavir Calcium,2031,
Bacitracin Ointment,2031,
Divalproex Sodium,2031,
AcetaZOLamide S.R.,2031,
bismuth subsalicy,2000,
BRINZOLAMIDE (Azopt),2000,
Fluticasone/Salmeterol (Advair),1987,
Timolol,1987,
Bupropion (Sustained Release),1962,
Aleve,1936,
Vera,1910,
tacroli,1909,
Naphazoline 0.1% Ophth,1827,
Activated Charcoal-Sorbitol,1827,
Potassium Chl 40 mEq / 1000 mL D5NS,1800,
Anti-Thymocyte Globulin (Rabbit),1800,
Norvir,1800,
Phos,1800,
diltiazem,1800,
Didanosine,1771,
Chlorpromazine,1747,
CycloSPORINE ,1735,
Refresh P.M.,1723,
levo,1723,
Morphin,1699,
Chlorpromazine HCl,1699,
PAPIN,1699,
octreotide acetate,1690,
Betamethasone Dipro 0.05% Cream,1690,
Phenoxybenzamine HCl,1690,
mucine,1690,
Lidocaine-Prilocaine,1690,
Pristiq,1641,
cevimeline,1641,
Avonex Administration Pack,1635,
Hyoscyamine SO4 (Time Release),1628,
Gabapentin (Liquid),1628,
Levobunolol,1628,
cortis,1621,
olan,1608,
Theophylline (Time Release),1608,
Butalbital-Acetaminophen-Caff,1590,
Aminocap,1590,
Albumin 5% (12.5g / 250mL),1590,
Exemestane,1590,
Melatonin-Theanine,1590,
brinzolamide,1590,
thyroid extract SR,1590,
*NF* Levalbuterol Neb,1590,
mega,1575,
Albuterol Sulfate,1575,
Sucralfate Enema,1574,
Epineph,1574,
carbamide peroxide,1574,
Niacin sr,1574,
nia,1574,
Dexame,1572,
Pimecrolimus,1572,
dival,1562,
Hemabate,1519,
Glucovance (1.25mg-250mg),1504,
LIDOCAI,1461,
COLESEVELAM,1461,
Phenylephrine HCl 1%,1461,
Metoprolol ,1461,
NuvaRing,1461,
Slow Fe,1461,
lacrilube,1461,
Avodart *NF*,1427,
Trifluridine 1% Ophth Soln.,1427,
QUALAQUIN,1351,
Dilantin (phenytoin sodium ER),1351,
Tranexamic Acid,1351,
Fluocinolone Acetonide 0.025% Cream,1349,
*NF* Butorphanol Tart. Nasal,1349,
Magnesium ,1334,
Neurontin,1334,
Dornase alfa,1326,
Xenical,1326,
Sanctura XR,1305,
Quinacrine (Bulk),1305,
Isosorbide Mononi,1293,
Diovan HCT,1271,
Ethacrynic acid,1271,
Chlorpheniramine Maleate,1271,
Ergotamine-Caffeine,1271,
Cromolyn Sodium,1269,
Carboprost Tromethamine,1269,
Tavist,1255,
flonas,1219,
Vagifem,1219,
Terlipressin Study Drug (*IND*),1219,
Pyridostigmine Bromide,1214,
polysporin,1214,
Proparacaine HCl 0.5% Opth.,1176,
sodium bicarb,1176,
cortrosyn,1165,
Brimonidine,1165,
Sildenafil (Revatio),1165,
Cosyntropin,1164,
Xyzal,1164,
Humibid E,1160,
dila,1157,
ritonavir,1157,
Domperidone (Bulk),1157,
nap,1157,
Gastroview (Diatrizoate Meglumine & Sodium),1154,
Tretinoin (Emollient) 0.04%,1154,
Methadon,1149,
Lepirudin,1149,
Betamethasone Sodium Phos/Acet,1131,
Aloe Vesta 2-n-1 Skin Cond,1127,
Metronidazole Gel 0.75%-vaginal,1127,
Clobazam,1127,
Accuzyme,1127,
Neomycin-Polymyxin-Gramicidin,1123,
Vitamin K1,1123,
Terazosin HCl,1123,
Tyvaso,1123,
Neupro,1123,
Fosamax,1123,
Clopidogrel Desensitization,1122,
Colestipol,1122,
Theophylline ER (Uniphyl),1122,
Diprosone,1122,
Propra,1122,
Theophylline ,1122,
Carafate,1122,
Syringe (Neonatal)  *D12.5W*,1122,
Novolog,1122,
Econazole 1% Cream,1118,
Dextran 40 10% in NS,1118,
Diprivan,1118,
Ibup,1081,
NS        (Glass Bottle),1081,
levosimendan or placebo,1075,
Albumin 5% (2.5gm),1052,
Ephedrine Sulfate,1052,
Temodar,1049,
Etodolac,1049,
Evista,1045,
HEPARIN,1045,
Papain-Urea Ointment,1045,
Potassium Iodide,1035,
Acetylcysteine,1035,
Pletal,1035,
Mebendazole,1035,
Potassium Chl 20 mEq / 1000 mL D5NS,1032,
Lidocaine 1%/Epinephrine 1:100000,1032,
Dex,1032,
NEO*IM*Haemophilus B Conjugate,1032,
Potassium ,1032,
Megestro,1024,
omeprazole,1024,
Trimethoprim Oral Soln,1019,
zidovudine,1014,
MedroxyPROGESTERone Acetate,992,
Acetazolamide Sodium,992,
Anusol-HC Suppository,990,
Methylphenidate HCl,977,
Flumazenil,975,
Triamcinolone Diacetate,975,
FLUC60L,971,
Anidulafungin,971,
Gaviscon Extra Strength,971,
*NF* Sumatriptan,971,
Bimatoprost (lumigan),971,
GELCLAIR,968,
CLARITIN,968,
Spiriva with HandiHaler,943,
Xenaderm,943,
ganciclovir 500 mgor placebo  cap,938,
Hydrocortisone Val. Cream 0.2%,932,
Vemurafenib (RO5185426),930,
Asparaginase (Erwinia chrysan),930,
Vimpat,910,
hydrocortisone/iodoquinol,910,
Romiplostim,910,
Apri 0.15mg-0.03mg Tab,910,
Cozaar,910,
Abciximab,910,
Prednisolone Oral Solution,910,
Loxapine Succinate,909,
Imiquimod,909,
Diazepam,909,
Pangestyme EC,909,
0.9% Sodium Chloride (EXCEL BAG),909,
LIDODERM PATCHES,909,
NEO*PO*Prednisolone Syrup,909,
Trimethobenzamide,893,
naratriptan,893,
Flunisolide Inhaler,884,
Metformin HCl,884,
Lanthanum,877,
Tekturna,877,
Pseudoephedrine HCl,877,
Midazolam,872,
Glipizide,872,
Multivitamin IV,872,
Folic Acid,872,
DIAZOXIDE ,858,
Dexamet,854,
Kaopectate/Benadryl/Lido Visc.,850,
Revatio (Sildenafil),848,
Insulin Human Regular (Dilute),848,
flutamide,848,
Effexor XR,847,
Alteplase Recombinant,844,
PROPOFOL (*GENERIC*),844,
hydroxyzine,836,
Aspirin (Rectal),836,
Irinotecan HCl,835,
IMMODIUM,835,
Triamcinolone Acetonide(Inhal),829,
Aminocaproi,829,
Concerta 18mg,829,
NEO*IV*Insulin (Dilute),817,
DEX,816,
Kaletra,807,
Betamethasone Dipro 0.05% Lot.,799,
Aspirin 325mg or placebo,799,
octreotide LAR 10mg depot,799,
sodium chlor,799,
Miconazole Nitrate Vag Cream 2%,788,
Montelukast,772,
acetylcys,772,
Avodart *NF* (Dutasteride),772,
dilt,772,
megest,772,
Albuterol ,772,
Solifenacin,772,
Triple Paste,762,
Ammonium Lactate,762,
Risperidone Long Acting Injection,762,
Lithium,762,
Flutamide,734,
glyco,734,
Metformin XR,734,
Cortrosyn,734,
METHYLEN,732,
Neo*PO*Carbamazepine 20mg/mL,719,
Adenosine (Diagnostic),719,
sodium chloride,712,
"Lidocaine 2%/Epi 1:100,000",712,
Fulvestrant (Faslodex),712,
insulin ,691,
Cephalexin Desensitization,691,
Isosorbide Mononitr,690,
Lialda,677,
D5 1/2NS,629,
BuPROPion,629,
Pantoprazole,629,
hydromorphone,618,
Cholecalciferol (Vitamin D3),618,
Demeclocycline,618,
Thiamine Study Drug (*IND*),618,
Bacitracin-Polymyxin ,618,
Mycophenolate Mofetil (Self Med),606,
humulin R,606,
ATRIPLA,583,
FoLIC,581,
Sodium Citrate 4%,577,
Calcium Carbonate Suspension,577,
*NF* Irbesartan,570,
Quetiapine,554,
Ambien CR,554,
Choline Magnesium Trisalicylate,554,
Levonorgestrel,552,
imdu,545,
Pyridostigmine Bromide Syrup,543,
Sargramostim,543,
Dexamethaso,530,
Mirapex ER(pramipexole),530,
Micardis,530,
Fluvoxamine Maleate,527,
Calcium Carbonate (Tums),509,
Lescol XL,509,
Uloric,506,
Nascobal,493,
urea,493,
ethyl chloride,491,
epi,486,
Rasagiline,486,
Homat,486,
Akwa Tears,484,
Levocarnitine,484,
Imipenem-Cilastatin *NF*,481,
Darunavir 600mg tablet,456,
exemestane,454,
Bacitracin & Polymyxin B Ophth,447,
Sulfameth/Tri,447,
*NF* Beclomethasone Dipro 80 mcg Inh,447,
Catapres,447,
Thalidomide,447,
xalatan,444,
Prograf,444,
*NF* Abatacept,441,
Albumin 5% (12.5g),435,
triazol,433,
*NF*ESOMEPRAZOLE ,433,
Nabumetone,430,
phosp,424,
Hepatitis B Immune Globulin (Bayhep B),423,
insulin,392,
Betaxolol Ophth Susp  0.25%,392,
viok,386,
Tiotropium Bromide,386,
NAC,385,
Balsalazide Disodium,380,
Acetic Acid 0.04% Soln,380,
Xeloda,373,
pota,373,
Sulfameth/Trimeth,372,
Phenylephrine 2.5% opth,372,
Calcipotriene,372,
Clobetasol Propionate 0.05% Soln,372,
Nys,358,
Nicardipine HCl,358,
dexamethasone,358,
TISSEEL vs. FS VH SD,358,
Vitamin D,356,
Thioridazine HCl,355,
Isosorb,354,
Humalog Mix 75-25,354,
Formoterol Fumarate,349,
Pyrimethamine Desensitization,342,
metipranolol,342,
Aptivus,334,
Levothyroxine,332,
Triamcinolone 0.1% Cream,320,
darifenacin,308,
Docusate S,308,
MENINGOcoccal Conj Vaccine (Menomune),293,
miacal,293,
Zirgan(ganciclovir),293,
Tegretol,289,
sodium bica,287,
PrednisoLONE Acetate 0.12% Ophth. Susp.,286,
Sodium Bicarbonate 4% (2.4meq),285,
Serevent Diskus,285,
Comtan,281,
Icaps MV,281,
Zytiga (Abiraterone) 250mg,270,
TRIAZOLAM,270,
ESTROGEN PATCH,270,
Potassium Chl 20 mEq / 1000 mL D5 1/2 NS,270,
Starter PN D10,264,
Propofol,260,
Insulin - Sliding Scale,256,
Vexol,256,
Carnitor,249,
Famciclovir,247,
Phenytoin Infatab,247,
Timolol Maleate 0.5% GFS,231,
Polyethylene Glycol 3350,229,
SUTENT,229,
charco,217,
Prazosin,217,
Amoxicillin Trihydrate,217,
Ciprofloxacin 0.3% Ophth Soln,209,
modafinil,205,
BuPR,201,
Etoposide,185,
Glucagon,179,
Glycopyrrolate,179,
valium,177,
ValGANCIc,177,
Potassium Chl 20 mEq / 1000 mL NS,177,
Megace Oral,175,
Rocaltrol,175,
*NF* Entacapone,174,
Lidocaine 1%/Epinephrine,172,
Lactinex,172,
VITAMIN K1,172,
ValGANCIclov,169,
Riluzole,166,
NEO*PO*Acetazolamide (20mg/1ml),159,
Istalol,149,
Lithium Carbonate SR,146,
Povidone Iodine 1/2 Strength,146,
Triamterene,146,
Advair Diskus,146,
Methylphenidate,146,
Pneumococcal 23-Val P-Sac Vac,146,
Itraconazole,146,
SKELAXIN,146,
cortisporin,146,
Perphenazine,146,
Varenicline,140,
Evoxac,140,
Nifed,130,
Mesalamine Desensitization,125,
Propecia,121,
Zirgan,121,
HYDROmorphone PCA (Dilaudid),121,
Loestrin 1.5/30 (21),121,
Calcium Chloride Oral Soln,119,
GenTeal,119,
Cefazolin,119,
Gentamicin,119,
Phenylephrine HCl,119,
NEO*PO*Ferrous Sulfate Elixer,119,
Ampicillin Desensitization,118,
bisacody,118,
Novolin R,118,
Ampyra,116,
JanUVIA,115,
albute,115,
NITROPRUSSIDE,113,
Revia,103,
Entacapone,103,
valproic acid (as sodium salt),97,
pred,94,
Humulin 70/30,90,
Erythromycin opthalmic,89,
Byetta,89,
REVLIMID,88,
Eplerenone,84,
Dextran 40 10%,84,
Medium Chain Triglycerides,82,
Neo*PO*Azithromycin,80,
Zofran ODT,79,
Humira,79,
Labet,71,
diclofenac sodium,71,
Tacrolimus (Prograf Brand) Suspension,71,
Dexamethasone ,71,
Ketamin,67,
D7.5W,63,
HydrALAZINE HCl,62,
Sterile Water,62,
Albumin 5% (25g / 500mL),62,
Aranesp,62,
ALBU,62,
BuPROPion (Sustained Release),61,
Docusate So,61,
Docusate Sodium (Liquid),61,
candesartan,61,
Piroxicam,59,
Atropine Sulfate Ophth 1%,53,
Tenofovir Disoproxil (Viread),51,
Morphine Sulfate PF,51,
Mannitol 20 %,51,
Gentamicin Sulfate Ophth.,51,
MVI,48,
Ace,48,
Multivitamin Liquid,36,
carafate,36,
Aprotinin (Bovine),36,
Zithromax Z-Pak,32,
CefTAZidime Desensitization,30,
Acetic Acid Otic,30,
OXYTROL,30,
Aspirin 325 mg or placebo,30,
Gentamicin Intraventricular,30,
Syringe (Intraventricular),30,
Etanercept,29,
bisacodyl,22,
Econopred Plus,17,
DiphenhydrAMINE,16,
Inteferon Beta 1A (Rebif),15,
Aygestin,15,
Miconazole ,15,
danazol,13,
CeftAZIDime,13,
Acidophilus,11,
Prednisolone Acetate,11,
Tyzeka (Telbivudine),11,
Zytiga (Abiraterone) ,11,
Fluconazole Suspension,9,
Oxycodone-Acetaminophen Elixir,9,
Loperamide Oral Solution,8,
Zemplar,8,
Diazoxide,8,
Allopurinol Sodium,8,
Cisatracurium Besylate,3,
Micardis HCT,2,
